kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,amount
"403838","032","03212","511111","03212WA","2378","EBA","2","A","0","00000001","2451","2",1526472000
"403838","032","03212","532111","03212DL","2376","RAA","2","D","0","00000001","2451","2",116883000
"403838","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","2451","2",540000
"403838","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","2451","2",15000000
"427582","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","1312","2",12000000
"427582","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","1312","2",51951000
"427582","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","1312","2",9000000
"427582","032","03212","532111","03212DL","2376","RAA","2","D","0","00000001","1304","2",168770000
"427582","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","1312","2",214422000
"427582","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","1312","2",2632635000
"427582","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","1312","2",170887000
"427582","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","1312","2",14000000
"427602","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","1905","2",42000
"403839","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","1905","2",30615000
"403839","032","03212","511153","03212WA","2378","EBA","2","A","0","00000001","1905","2",674945000
"427602","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","1905","2",585425000
"403839","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","1905","2",139192000
"403839","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","1905","2",7500000
"427602","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","1905","2",12745000
"403839","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","1905","2",146352000
"403839","032","03212","521114","03212WA","2378","EBA","2","A","0","00000001","1905","2",1000000
"403839","032","03212","521211","03212DL","2376","SAC","2","D","0","00000001","1905","2",45000000
"403839","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","1905","2",33000
"403839","032","03212","521119","03212DL","2376","SAC","2","A","0","00000001","1905","2",36000000
"427602","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","1905","2",104499000
"427618","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","2151","2",13524000
"238755","032","03212","521219","03212WA","2378","EBA","2","A","0","00000001","2151","2",12000000
"427618","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","2151","2",53380000
"238755","032","03212","524111","03212DL","2375","SCC","2","A","0","00000001","2151","2",485824000
"427618","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","2151","2",408954000
"238755","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","2151","2",182500000
"427618","032","03212","523133","03212WA","2378","EBA","2","A","0","00000001","2151","2",50000000
"238755","032","03212","511135","03212WA","2378","EBA","2","A","0","00000001","2151","2",72325000
"238755","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","2151","2",2542218000
"238755","032","03212","511121","03212WA","2378","EBA","2","A","0","00000001","2151","2",885699000
"238755","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","2151","2",31920000
"427618","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","2151","2",177937000
"427618","032","03212","532111","03212DL","2376","RAA","2","A","0","00000001","2151","2",115995000
"427630","032","03212","524113","03212WA","2378","EBD","2","A","0","00000001","3351","2",1500000
"427630","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","3351","2",2488210000
"427630","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","3351","2",110004000
"427630","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","3351","2",160850000
"427630","032","03212","524111","03212DL","2376","SAC","2","A","0","00000001","3351","2",307501000
"634146","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","3351","2",294476000
"634146","032","03212","511129","03212WA","2378","EBA","2","A","0","00000001","3351","2",619367000
"634146","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","3351","2",2699963000
"427630","032","03212","523121","03212DL","2376","SAC","2","A","0","00000001","3351","2",671669000
"403837","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","0209","2",1657124000
"403837","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0209","2",25320000
"403837","032","03212","524111","03212DL","2376","SDA","2","A","0","00000001","0209","2",10000000
"403837","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0209","2",1590008000
"403837","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0209","2",8373000
"238762","032","03212","524111","03212DL","2375","DDA","2","A","0","00000001","0511","2",6000000
"238762","032","03212","511611","03212WA","2378","EBA","2","A","0","00000001","0511","2",2583822000
"238762","032","03212","521832","03212WA","2378","EBA","2","A","0","00000001","0511","2",22632000
"238762","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0511","2",208840000
"238762","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0511","2",32760000
"238762","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0511","2",3806578000
"238762","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0511","2",424058000
"403820","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","2007","2",784085000
"352595","032","03212","522191","03212DL","2376","SAC","2","A","0","00000001","2007","2",7000000
"352595","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","2007","2",42010000
"352595","032","03212","521219","03212DL","2376","SDA","2","A","0","00000001","2007","2",100000000
"352595","032","03212","522151","03212DL","2376","SAC","2","A","0","00000001","2007","2",17260000
"403820","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","2007","2",344991000
"352595","032","03212","511153","03212WA","2378","EBA","2","A","0","00000001","2007","2",96348000
"352595","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","2007","2",61200000
"352595","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","2007","2",549410000
"352595","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","2007","2",19980000
"352595","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","2007","2",980449000
"403820","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","2007","2",2400000
"403820","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","2007","2",62034000
"352595","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","2007","2",135000000
"352595","032","03212","524113","03212DL","2376","QDD","2","A","0","00000001","2007","2",2700000
"352595","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","2007","2",8160000
"239188","032","03212","521213","03212WA","2378","EBA","2","A","0","00000001","0354","2",8160000
"239188","032","03212","525112","03212WA","4345","EBC","2","F","0","00000001","0354","2",41130000
"237373","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","0354","2",7560000
"239188","032","03212","537112","03212DL","2375","RBQ","2","F","0","00000001","0354","2",13770000
"239188","032","03212","532111","03212DL","2375","RAL","2","A","0","00000001","0354","2",240000000
"239188","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0354","2",596798000
"239188","032","03212","511621","03212WA","2378","EBA","2","A","0","00000001","0354","2",169684000
"237373","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","0354","2",4800000
"237373","032","03212","521213","03212DL","2376","SAC","2","A","0","00000001","0354","2",26550000
"403875","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0953","2",1000000
"403875","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","0953","2",2400000
"403875","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0953","2",8220000
"403875","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","0953","2",1339620000
"403875","032","03212","511124","03212WA","2378","EBA","2","A","0","00000001","0953","2",220138000
"403875","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","0953","2",41742000
"403875","032","03212","521211","03212DL","2376","QDD","2","A","0","00000001","0953","2",54874000
"403875","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0953","2",4916000
"403875","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0953","2",12560000
"238741","032","03212","524119","03212DL","2375","SCC","2","A","0","00000001","0751","2",852400000
"238741","032","03212","511122","03212WA","2378","EBA","2","A","0","00000001","0751","2",420281000
"238741","032","03212","524111","03212DL","2375","SCC","2","D","0","00000001","0751","2",51167000
"238741","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0751","2",195992000
"238741","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","0751","2",11760000
"238741","032","03212","521211","03212DL","2375","DDA","2","A","0","00000001","0751","2",38167000
"238741","032","03212","522191","03212WA","2378","EBA","2","A","0","00000001","0751","2",15050000
"238741","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0751","2",60000000
"238741","032","03212","511611","03212WA","2378","EBA","2","A","0","00000001","0751","2",2319870000
"238741","032","03212","522113","03212WA","2378","EBA","2","A","0","00000001","0751","2",60890000
"403827","032","03212","521131","03212WA","2378","EBA","2","A","0","00000001","2201","2",21600000
"403827","032","03212","521219","03212WA","2378","EBA","2","A","0","00000001","2201","2",17500000
"403827","032","03212","524114","03212WA","2378","EBD","2","A","0","00000001","2201","2",2120000
"403827","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","2201","2",9300000
"403827","032","03212","522192","03212WA","2378","EBA","2","A","0","00000001","2201","2",4400000
"403827","032","03212","521211","03212WA","2378","EBA","2","A","0","00000001","2201","2",152414000
"440013","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","2202","2",218400000
"440013","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","2202","2",461250000
"440013","032","03212","532111","03212DL","2376","RAA","2","D","0","00000001","2202","2",127382000
"440013","032","03212","512411","03212WA","2378","EBA","2","A","0","00000001","2202","2",2454408000
"403827","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","2201","2",1178640000
"403827","032","03212","511126","03212WA","2378","EBA","2","A","0","00000001","2201","2",1038506000
"440013","032","03212","524113","03212WA","2378","EBA","2","A","0","00000001","2202","2",1950000
"440013","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","2202","2",14342000
"403827","032","03212","511625","03212WA","2378","EBA","2","A","0","00000001","2201","2",58395000
"403828","032","03212","522151","03212WA","2378","EBC","2","A","0","00000001","1907","2",1600000
"403828","032","03212","524111","03212DL","2375","QDD","2","A","0","00000001","1907","2",143652000
"403828","032","03212","521811","03212WA","2378","EBD","2","A","0","00000001","1907","2",5000000
"403828","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","1907","2",300790000
"403828","032","03212","532111","03212DL","2375","RAL","2","D","0","00000001","1907","2",162000000
"403828","032","03212","524111","03212DL","2375","DDA","2","A","0","00000001","1907","2",238660000
"403828","032","03212","522151","03212WA","2378","EBD","2","A","0","00000001","1907","2",4000000
"403828","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","1907","2",96280000
"403828","032","03212","511625","03212WA","2378","EBA","2","A","0","00000001","1907","2",83800000
"403823","032","03212","522191","03212WA","2378","EBA","2","K","0","2W5PCGDA","1151","2",3135000
"403823","032","03212","521111","03212WA","2378","EBA","2","K","0","2W5PCGDA","1151","2",83651000
"403821","032","03212","521211","03212WA","2378","EBA","1","K","0","2LGLQQ1A","0152","2",10000
"622035","032","03212","522111","03212WA","2378","EBA","2","A","0","00000001","0503","2",983754000
"622035","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","0503","2",2337743000
"622035","032","03212","521211","03212WA","2378","EBD","2","A","0","00000001","0503","2",4000000
"622035","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0503","2",272408000
"622035","032","03212","521219","03212WA","2378","EBA","2","A","0","00000001","0503","2",15580000
"622035","032","03212","521211","03212DL","2376","SDA","2","A","0","00000001","0503","2",133500000
"622035","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0503","2",28063000
"622035","032","03212","532111","03212DL","2376","RAA","2","A","0","00000001","0503","2",1060000000
"622035","032","03212","524111","03212DL","2376","SDA","2","A","0","00000001","0503","2",4500000
"403822","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0152","2",63443000
